Controlled by,LABEL,question,answer,context
JV,,What are defined in their individual remuneration plans?,Detailed targets,"1 A high-level, cumulative overview of key ESG goals is presented. Detailed targetsfor each Management Board member are defined in their individual remu"
JV,,How much of its carbon footprint was reduced by the banks donation to the initiative To Love and Protect the Nature?,around 200 trees,"lso started the initiative To Love and Protectthe Nature and donated around 200 trees to beplanted in Prishtina in the last two years. By doingso, it not"
JV,,What is used in our everyday operations in the area of data protection?,business secrets,business secrets are used inour everyday operations in the area of data protection. 
JV,,Who will be engaged with to promote progress in respecting human rights in business?,key stakeholders,"ersinternal and external and prevent retaliation,g engaging with key stakeholders, including customers,investors, external business partners and civil"
JV,,What is the whistleblowing system designed for?,all stakeholders,"blower protection, so we have designed the whistleblowingsystem for all stakeholders who believe that an act has beencommitted which is damaging to the b"
JV,,Who approves the tax policy?,Management Board,"the tax field are written in the Tax Policy, which is approvedby the Management Board. The Tax Policy is reviewed once ayear, or more often if important c"
JV,,What is the responsibility of the local Chief Financial Officer?,the tax function,"t changes occur, and changedwhen necessary. On the subsidiary level, the tax function isalso generally organised under the responsibility of the localChi"
JV,,"In order to assure effective tax risk management, what are processes in place?",controlframework,"d control frameworkIn order to assure effective tax risk management, controlframework and awareness of the importance of the taxfunction, number of proces"
JV,,What is Chapter NLB Group Pillar 3 Disclosures 2022?,Chapter ESG Risk,"rtfolio, please refer to Chapter NLB GroupPillar 3 Disclosures 2022, Chapter ESG Risk 14.4. - 14.7."
JV,,"Ream Ljubljana and NLB Zavod za upravljanje kulturne dediine, data not available.",NLB Groups Scope,ant above were considered to make non-material or no contribution to NLB Groups Scope3 Refrigirants data were not included from following organizations
JV,,What is part 3 of the standard ISO 14064-32019?,Greenhouse gases, and verified according to requirementsof standard ISO 14064-32019 Greenhouse gases  part3 principles and requirements and provides guidance forverif
JV,,What is the name of the fuel that is used in combustion?,"gasoline, diesel","heating oil, liquid petroleum gas, pellets,biomass, fuel combustion gasoline, diesel. "
JV,,What are the key elements of our offer as an employer?,future employees,"sof our offer as an employer, thereby getting closer to existingand future employees."
JV,,"What does CX, UX stand for?",Marketing Design,"l  AuditData Analytics ScienceLeadership Management StrategyMarketing Design CX, UXOffice Productivity Agility  ProjectManagementOperation"
JV,,What did the General Meeting of shareholder adopt on 20 June 2022?,Diversity Policy,overnance Code and EBA Guidelines on InternalGovernance. The amended Diversity Policy was adopted bythe General Meeting of shareholder on 20 June 2022.
JV,,What is the Policy on the Selection of Suitable Candidates for Members of the Supervisory Board?,Diversity Policy,"as where the Bank operates.The Bank implements the principles of the Diversity Policy through policies and procedures, namely the Policy on the Selection o"
JV,,What is the policy on the Selection of Suitable Candidates for Members of the Supervisory Board?,Diversity Policy,"as where the Bank operates.The Bank implements the principles of the Diversity Policy through policies and procedures, namely the Policy on the Selection o"
JV,,What does NLB Group apply to new members upon the appointment of new members or re-appointment of members of the Supervisory Board and Management Board?,mutatis mutandis,ble Candidatesfor Members of the Management Board. The aboveapplies mutatis mutandis upon the appointment and re-appointment of the Banks senior managem
JV,,What is the CEO Statement Key Highlights 2022 About NLB Group at a Glance Sustainability Strategy Governance Sustainable Operations Sustainable Finance and Risk Management Metrics and Targets Contribution to Society Appendices Transition risk impact Transition risks already arise in the short term due to the EUs determination to reduce what?,carbon emissions, already arise in the short term due to the EUs determination reduce carbon emissions in accordance with its ambitiousnet-zero by 2050 strategy. With th
JV,,What was to be reimbursed by the government impact on sovereign debt?,Some past losses," Some past losses in the region were observed in public infrastructure and agriculture,"
JV,,What does EU want to reduce by 2050?,carbon emissions,se already on the short termdue to determination of EU to reduce the carbon emissionsaccording to its ambitious net zero strategy by 2050. Withimplementa
JV,,What are ESG risks addressed in the area of?,operational risk,"blished. Besides, physical risks, as part of ESG risks inthe area of operational risk, are addressed in the Groupsbusiness continuity management BCM. B"
